Age,Age_Group,Income,Marital_Status,Education_Level,Kidhome,Teenhome,Has_Children,Customer_Days,Customer_Tenure_Years,Customer_Tenure_Group,Recency,NumWebPurchases,NumStorePurchases,NumCatalogPurchases,NumDealsPurchases,NumWebVisitsMonth,MntTotal,MntGoldProds,Premium_Spend_Share,Is_High_Value_Customer,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,MntRegularProds,AcceptedCmpOverall
59,Mid-Age,16860.0,Married,Graduation,1,1,True,2814,7.7,Established,19,1,3,1,3,7,24.0,14.0,0.5833,False,10.0,4.0,4.0,3.0,3.0,0,0,0,0,0,0,3,11,0,10,0
28,Young Adults,83528.0,Single,Graduation,0,0,False,2218,6.07,Newer,7,4,8,10,1,1,1503.0,147.0,0.0978,True,530.0,117.0,678.0,134.0,44.0,1,0,0,1,0,0,3,11,1,1356,2
55,Mid-Age,64176.0,Divorced,2n Cycle,0,1,True,2854,7.81,Established,52,8,8,9,8,6,1677.0,149.0,0.0888,True,1215.0,33.0,249.0,64.0,116.0,0,0,0,0,0,0,3,11,0,1528,0
64,Seniors,22304.0,Divorced,Graduation,0,0,False,2853,7.81,Established,91,1,2,0,1,8,16.0,2.0,0.125,False,3.0,2.0,7.0,0.0,4.0,0,0,0,0,0,0,3,11,0,14,0
42,Adults,67023.0,Married,Graduation,0,0,False,2276,6.23,Newer,93,3,13,7,1,2,889.0,17.0,0.0191,False,444.0,44.0,382.0,11.0,8.0,0,0,0,0,0,1,3,11,0,872,0
54,Mid-Age,70713.0,Together,Graduation,0,1,True,2732,7.48,Established,23,5,8,6,6,3,1287.0,190.0,0.1476,True,736.0,114.0,279.0,82.0,76.0,0,0,0,0,0,0,3,11,0,1097,0
65,Seniors,59925.0,Together,Graduation,0,1,True,2735,7.49,Established,83,9,9,2,3,6,710.0,56.0,0.0789,False,473.0,21.0,176.0,19.0,21.0,0,0,0,0,0,0,3,11,0,654,0
67,Seniors,39722.0,Married,Graduation,0,1,True,2284,6.25,Newer,92,2,3,0,2,5,39.0,8.0,0.2051,False,32.0,0.0,5.0,2.0,0.0,0,0,0,0,0,0,3,11,0,31,0
62,Seniors,46610.0,Together,Graduation,0,0,False,2505,6.86,Newer,4,6,6,1,1,6,342.0,125.0,0.3655,False,288.0,10.0,30.0,4.0,10.0,0,0,0,0,0,0,3,11,0,217,0
59,Mid-Age,88347.0,Together,Graduation,0,0,False,2520,6.9,Established,32,4,9,7,1,1,1998.0,118.0,0.0591,True,1050.0,178.0,555.0,77.0,138.0,0,0,0,1,0,0,3,11,0,1880,1
39,Adults,87171.0,Married,PhD,0,0,False,2583,7.07,Established,27,6,11,7,1,2,1254.0,44.0,0.0351,True,1001.0,44.0,107.0,58.0,44.0,1,0,1,0,0,0,3,11,0,1210,2
44,Adults,26907.0,Together,2n Cycle,1,1,True,2472,6.77,Newer,10,1,3,0,2,7,20.0,2.0,0.1,False,9.0,1.0,7.0,0.0,3.0,0,0,0,0,0,0,3,11,0,18,0
52,Mid-Age,50014.0,Single,Master,1,0,True,2317,6.34,Newer,9,4,8,1,2,5,354.0,42.0,0.1186,False,234.0,14.0,77.0,19.0,10.0,0,0,0,0,0,0,3,11,0,312,0
42,Adults,41014.0,Married,PhD,1,0,True,2592,7.1,Established,65,1,2,0,1,7,17.0,3.0,0.1765,False,7.0,2.0,6.0,2.0,0.0,0,0,0,0,0,0,3,11,0,14,0
55,Mid-Age,66294.0,Single,Graduation,0,0,False,2263,6.2,Newer,68,4,5,3,1,2,850.0,117.0,0.1376,False,251.0,108.0,334.0,65.0,92.0,0,0,0,0,0,0,3,11,0,733,0
49,Mid-Age,36715.0,Married,Graduation,1,0,True,2748,7.52,Established,16,7,4,2,6,9,341.0,16.0,0.0469,False,172.0,10.0,125.0,21.0,13.0,0,0,0,0,0,0,3,11,1,325,0
64,Seniors,79456.0,Married,Graduation,0,0,False,2835,7.76,Established,12,5,4,6,1,3,1302.0,99.0,0.076,True,565.0,42.0,548.0,64.0,83.0,0,0,0,0,0,0,3,11,1,1203,0
38,Adults,40479.0,Together,Graduation,1,0,True,2475,6.78,Newer,95,0,3,0,1,4,15.0,0.0,0.0,False,5.0,0.0,8.0,2.0,0.0,0,0,0,0,0,0,3,11,0,15,0
50,Mid-Age,75345.0,Single,Master,0,0,False,2671,7.31,Established,16,5,6,8,1,3,1954.0,133.0,0.0681,True,918.0,57.0,842.0,99.0,38.0,0,0,0,1,0,0,3,11,1,1821,1
43,Adults,54233.0,Married,Graduation,0,1,True,2669,7.31,Established,46,11,5,6,4,8,839.0,142.0,0.1692,False,652.0,8.0,158.0,21.0,0.0,0,0,0,0,0,0,3,11,0,697,0
50,Mid-Age,24163.0,Single,Graduation,1,1,True,2419,6.62,Newer,3,1,3,0,2,4,15.0,2.0,0.1333,False,4.0,1.0,7.0,2.0,1.0,0,0,0,0,0,0,3,11,0,13,0
62,Seniors,84460.0,Together,PhD,0,0,False,2700,7.39,Established,80,9,4,9,0,5,442.0,81.0,0.1833,False,152.0,27.0,103.0,106.0,54.0,0,1,1,1,1,0,3,11,1,361,4
37,Adults,43776.0,Together,Graduation,1,0,True,2216,6.07,Newer,77,1,2,0,1,6,20.0,3.0,0.15,False,8.0,0.0,9.0,2.0,1.0,0,0,0,0,0,0,3,11,0,17,0
62,Seniors,71691.0,Single,PhD,0,0,False,2263,6.2,Newer,0,4,5,7,1,2,1149.0,43.0,0.0374,True,336.0,130.0,411.0,240.0,32.0,0,0,0,0,0,0,3,11,1,1106,0
47,Mid-Age,85844.0,Married,PhD,0,0,False,2190,6.0,Newer,62,6,7,6,1,2,1920.0,38.0,0.0198,True,938.0,19.0,843.0,25.0,95.0,0,0,1,0,0,0,3,11,0,1882,1
46,Mid-Age,39190.0,Single,PhD,1,0,True,2223,6.09,Newer,91,2,4,1,2,5,121.0,12.0,0.0992,False,68.0,8.0,18.0,19.0,8.0,0,0,0,0,0,0,3,11,0,109,0
48,Mid-Age,38578.0,Single,PhD,1,1,True,2531,6.93,Established,2,3,3,0,3,8,70.0,3.0,0.0429,False,38.0,4.0,22.0,3.0,3.0,0,0,0,0,0,0,3,11,0,67,0
55,Mid-Age,57236.0,Married,PhD,1,1,True,2268,6.21,Newer,22,2,4,1,3,3,117.0,4.0,0.0342,False,105.0,0.0,9.0,2.0,1.0,0,0,0,0,0,0,3,11,0,113,0
41,Adults,61825.0,Single,Graduation,0,1,True,2485,6.8,Newer,56,4,8,2,1,4,397.0,27.0,0.068,False,162.0,50.0,100.0,55.0,30.0,0,0,0,0,0,0,3,11,0,370,0
62,Seniors,79803.0,Divorced,Graduation,0,1,True,2186,5.98,Newer,54,4,5,3,1,1,835.0,33.0,0.0395,False,574.0,8.0,216.0,21.0,16.0,0,0,0,0,0,0,3,11,0,802,0
34,Adults,80910.0,Single,2n Cycle,0,0,False,2765,7.57,Established,71,3,8,3,1,1,715.0,41.0,0.0573,False,160.0,80.0,369.0,67.0,39.0,0,0,0,0,0,0,3,11,0,674,0
38,Adults,27590.0,Together,Master,1,0,True,2591,7.09,Established,38,1,2,0,1,7,11.0,1.0,0.0909,False,6.0,0.0,5.0,0.0,0.0,0,0,0,0,0,0,3,11,0,10,0
41,Adults,56775.0,Married,Graduation,0,1,True,2702,7.4,Established,62,5,10,8,2,5,902.0,35.0,0.0388,False,614.0,35.0,160.0,58.0,35.0,0,0,0,0,0,0,3,11,0,867,0
45,Mid-Age,83829.0,Divorced,Graduation,0,0,False,2423,6.63,Newer,78,4,6,7,0,1,1835.0,27.0,0.0147,True,897.0,161.0,430.0,186.0,161.0,1,0,1,1,0,0,3,11,1,1808,3
41,Adults,54210.0,Married,2n Cycle,0,1,True,2564,7.02,Established,18,4,7,1,2,5,322.0,45.0,0.1398,False,70.0,54.0,109.0,80.0,9.0,0,0,0,0,0,0,3,11,0,277,0
34,Adults,38508.0,Married,Graduation,1,0,True,2490,6.82,Newer,95,7,5,2,6,8,389.0,54.0,0.1388,False,120.0,19.0,206.0,25.0,19.0,0,0,0,0,0,0,3,11,0,335,0
50,Mid-Age,53187.0,Together,Graduation,1,0,True,2405,6.58,Newer,66,4,6,1,2,5,257.0,10.0,0.0389,False,211.0,2.0,30.0,7.0,7.0,0,0,0,0,0,0,3,11,0,247,0
48,Mid-Age,30023.0,Married,Graduation,1,0,True,2256,6.18,Newer,28,2,3,0,1,8,40.0,21.0,0.525,False,11.0,0.0,16.0,7.0,6.0,0,0,0,0,0,0,3,11,0,19,0
60,Seniors,76045.0,Single,PhD,0,0,False,2385,6.53,Newer,78,4,11,5,1,2,1323.0,0.0,0.0,True,760.0,53.0,400.0,17.0,93.0,0,0,0,1,0,0,3,11,0,1323,1
68,Seniors,50870.0,Married,PhD,0,1,True,2169,5.94,Newer,13,2,3,0,1,5,61.0,2.0,0.0328,False,53.0,0.0,8.0,0.0,0.0,0,0,0,0,0,0,3,11,0,59,0
46,Mid-Age,65463.0,Married,2n Cycle,1,0,True,2309,6.32,Newer,17,6,9,2,2,5,546.0,16.0,0.0293,False,391.0,32.0,70.0,21.0,32.0,0,1,0,0,0,0,3,11,0,530,1
55,Mid-Age,66480.0,Married,Graduation,1,1,True,2188,5.99,Newer,71,4,7,1,7,4,306.0,6.0,0.0196,False,199.0,9.0,57.0,20.0,21.0,0,0,0,0,0,0,3,11,0,300,0
66,Seniors,76773.0,Divorced,Graduation,0,0,False,2648,7.25,Established,79,2,11,2,1,1,1140.0,16.0,0.014,True,516.0,56.0,449.0,86.0,33.0,0,0,0,0,0,0,3,11,0,1124,0
37,Adults,81698.0,Single,2n Cycle,0,0,False,2644,7.24,Established,1,8,5,2,1,5,1059.0,45.0,0.0425,True,709.0,45.0,115.0,30.0,160.0,0,0,0,1,0,0,3,11,1,1014,1
47,Mid-Age,54466.0,Single,PhD,1,1,True,2299,6.29,Newer,78,1,2,0,1,5,16.0,0.0,0.0,False,12.0,0.0,4.0,0.0,0.0,0,0,0,0,0,0,3,11,0,16,0
36,Adults,16269.0,Single,PhD,1,0,True,2462,6.74,Newer,75,3,3,0,3,8,44.0,0.0,0.0,False,19.0,3.0,18.0,3.0,1.0,0,0,0,0,0,0,3,11,0,44,0
49,Mid-Age,71819.0,Together,Graduation,0,1,True,2464,6.75,Newer,70,3,5,3,3,6,1406.0,168.0,0.1195,True,1224.0,28.0,140.0,0.0,14.0,0,1,1,0,0,0,3,11,0,1238,2
37,Adults,33569.0,Married,PhD,1,0,True,2415,6.61,Newer,10,1,2,1,1,8,39.0,24.0,0.6154,False,16.0,2.0,18.0,3.0,0.0,1,0,0,0,0,0,3,11,1,15,1
37,Adults,36262.0,Married,Master,0,0,False,2441,6.68,Newer,24,3,3,5,1,6,273.0,153.0,0.5604,False,88.0,39.0,54.0,64.0,28.0,1,0,0,0,0,0,3,11,1,120,1
54,Mid-Age,22634.0,Together,Basic,0,0,False,2688,7.36,Established,47,2,2,1,1,8,50.0,46.0,0.92,False,2.0,23.0,11.0,8.0,6.0,0,0,0,0,0,0,3,11,0,4,0
42,Adults,47025.0,Married,2n Cycle,0,1,True,2449,6.7,Newer,98,11,6,1,5,9,606.0,29.0,0.0479,False,508.0,11.0,59.0,23.0,5.0,0,0,0,0,0,0,3,11,0,577,0
52,Mid-Age,70566.0,Single,Graduation,0,1,True,2425,6.64,Newer,4,6,9,5,2,3,736.0,21.0,0.0285,False,381.0,28.0,215.0,84.0,28.0,0,0,0,0,0,0,3,11,0,715,0
41,Adults,31605.0,Married,PhD,1,0,True,2743,7.51,Established,15,2,4,1,2,7,119.0,6.0,0.0504,False,74.0,0.0,42.0,2.0,1.0,0,0,0,0,0,0,3,11,0,113,0
47,Mid-Age,52034.0,Divorced,Master,1,1,True,2567,7.03,Established,67,4,5,2,5,7,259.0,73.0,0.2819,False,146.0,0.0,93.0,7.0,13.0,0,0,0,0,0,0,3,11,0,186,0
41,Adults,48526.0,Single,Graduation,1,0,True,2346,6.42,Newer,32,2,4,1,1,3,126.0,9.0,0.0714,False,23.0,17.0,23.0,43.0,20.0,0,0,0,0,0,0,3,11,0,117,0
66,Seniors,46734.0,Married,Graduation,0,1,True,2747,7.52,Established,40,6,5,1,2,7,301.0,29.0,0.0963,False,110.0,5.0,137.0,26.0,23.0,0,0,0,0,0,0,3,11,0,272,0
58,Mid-Age,39552.0,Divorced,Graduation,1,1,True,2717,7.44,Established,54,6,5,2,7,8,343.0,41.0,0.1195,False,165.0,3.0,147.0,4.0,24.0,0,0,0,0,0,0,3,11,1,302,0
54,Mid-Age,86358.0,Single,Graduation,1,1,True,2849,7.8,Established,78,5,6,3,4,8,1627.0,95.0,0.0584,True,957.0,47.0,494.0,82.0,47.0,0,0,0,0,0,0,3,11,0,1532,0
43,Adults,46931.0,Together,Graduation,2,1,True,2225,6.09,Newer,94,1,3,1,2,3,62.0,16.0,0.2581,False,41.0,0.0,17.0,3.0,1.0,0,0,0,0,0,0,3,11,0,46,0
35,Adults,16581.0,Single,Basic,0,0,False,2692,7.37,Established,51,0,3,0,1,4,13.0,11.0,0.8462,False,1.0,3.0,4.0,2.0,3.0,0,0,0,0,0,0,3,11,0,2,0
68,Seniors,63998.0,Divorced,2n Cycle,0,0,False,2350,6.43,Newer,42,7,11,6,1,4,1056.0,112.0,0.1061,True,176.0,29.0,818.0,0.0,33.0,0,0,0,0,0,0,3,11,1,944,0
69,Seniors,67381.0,Married,Master,0,1,True,2689,7.36,Established,67,2,9,2,4,7,887.0,70.0,0.0789,False,815.0,8.0,53.0,11.0,0.0,0,1,0,0,0,0,3,11,0,817,1
53,Mid-Age,25930.0,Single,Graduation,1,1,True,2421,6.63,Newer,87,1,2,0,1,7,11.0,4.0,0.3636,False,6.0,1.0,2.0,2.0,0.0,0,0,0,0,0,0,3,11,0,7,0
42,Adults,42693.0,Married,Graduation,1,0,True,2181,5.97,Newer,29,1,3,0,1,5,41.0,16.0,0.3902,False,8.0,4.0,20.0,6.0,3.0,0,0,0,0,0,0,3,11,0,25,0
44,Adults,85606.0,Together,Graduation,0,1,True,2753,7.54,Established,89,6,9,7,2,3,1872.0,84.0,0.0449,True,717.0,42.0,864.0,219.0,30.0,0,0,0,1,0,0,3,11,0,1788,1
35,Adults,72903.0,Single,Graduation,0,0,False,2402,6.58,Newer,74,7,8,5,1,4,1974.0,39.0,0.0198,True,1067.0,138.0,750.0,0.0,19.0,0,1,1,1,0,0,3,11,1,1935,3
46,Mid-Age,49669.0,Together,2n Cycle,1,0,True,2195,6.01,Newer,97,5,6,1,2,6,297.0,29.0,0.0976,False,166.0,5.0,107.0,11.0,8.0,0,0,0,0,0,0,3,11,0,268,0
52,Mid-Age,36778.0,Married,PhD,1,1,True,2852,7.81,Established,63,3,3,0,3,9,73.0,4.0,0.0548,False,29.0,4.0,34.0,2.0,4.0,0,0,0,0,0,0,3,11,0,69,0
58,Mid-Age,85696.0,Divorced,PhD,0,0,False,2581,7.07,Established,88,4,9,6,1,1,1301.0,12.0,0.0092,True,714.0,76.0,395.0,116.0,0.0,0,0,0,0,0,0,3,11,1,1289,0
59,Mid-Age,49678.0,Married,Graduation,0,1,True,2671,7.31,Established,81,6,4,2,2,7,295.0,20.0,0.0678,False,229.0,5.0,56.0,3.0,2.0,0,0,0,0,0,0,3,11,0,275,0
31,Adults,37155.0,Married,Graduation,1,0,True,2673,7.32,Established,51,2,4,0,1,5,71.0,3.0,0.0423,False,23.0,0.0,26.0,7.0,15.0,0,0,0,0,0,0,3,11,0,68,0
42,Adults,21282.0,Divorced,2n Cycle,1,0,True,2208,6.05,Newer,76,2,2,1,2,6,26.0,20.0,0.7692,False,1.0,5.0,8.0,4.0,8.0,0,0,0,0,0,0,3,11,0,6,0
58,Mid-Age,33419.0,Single,PhD,0,1,True,2475,6.78,Newer,76,2,4,0,2,7,68.0,18.0,0.2647,False,56.0,0.0,12.0,0.0,0.0,0,0,0,0,0,0,3,11,0,50,0
75,Seniors,63285.0,Widow,Graduation,0,0,False,2395,6.56,Newer,84,6,13,5,1,3,969.0,134.0,0.1383,True,508.0,124.0,249.0,50.0,38.0,0,0,0,0,0,0,3,11,0,835,0
46,Mid-Age,21255.0,Together,Master,1,0,True,2318,6.35,Newer,56,2,4,1,4,4,58.0,3.0,0.0517,False,29.0,0.0,25.0,2.0,2.0,0,0,0,0,0,0,3,11,0,55,0
39,Adults,42162.0,Together,Graduation,1,0,True,2381,6.52,Newer,31,3,3,1,2,6,118.0,27.0,0.2288,False,46.0,7.0,59.0,2.0,4.0,1,0,0,0,0,0,3,11,1,91,1
64,Seniors,54450.0,Together,Graduation,1,1,True,2812,7.7,Established,0,9,8,2,12,8,652.0,32.0,0.0491,False,454.0,0.0,171.0,8.0,19.0,0,0,0,0,0,0,3,11,0,620,0
66,Seniors,57744.0,Married,PhD,0,1,True,2388,6.54,Newer,91,9,4,1,2,8,392.0,19.0,0.0485,False,350.0,3.0,39.0,0.0,0.0,0,0,0,0,0,0,3,11,0,373,0
34,Adults,26576.0,Single,Graduation,1,0,True,2783,7.62,Established,40,1,2,0,1,9,18.0,9.0,0.5,False,10.0,0.0,8.0,0.0,0.0,1,0,0,0,0,0,3,11,1,9,1
77,Seniors,57513.0,Widow,PhD,0,0,False,2517,6.89,Established,59,9,13,3,2,6,1030.0,30.0,0.0291,True,735.0,40.0,183.0,52.0,20.0,0,0,0,0,0,0,3,11,0,1000,0
56,Mid-Age,68142.0,Together,Graduation,0,1,True,2828,7.74,Established,96,10,7,4,3,6,1422.0,37.0,0.026,True,897.0,126.0,196.0,91.0,112.0,0,0,0,0,0,0,3,11,0,1385,0
41,Adults,7500.0,Married,Graduation,0,1,True,2828,7.74,Established,61,1,2,0,1,8,13.0,5.0,0.3846,False,5.0,2.0,3.0,3.0,0.0,0,0,0,0,0,0,3,11,0,8,0
46,Mid-Age,83145.0,Together,Graduation,0,0,False,2804,7.68,Established,14,5,11,9,1,2,1719.0,114.0,0.0663,True,777.0,35.0,731.0,39.0,137.0,0,0,1,0,0,0,3,11,1,1605,1
60,Seniors,54197.0,Married,Master,0,1,True,2246,6.15,Newer,16,1,6,3,2,1,224.0,13.0,0.058,False,162.0,6.0,37.0,6.0,13.0,0,0,0,0,0,0,3,11,0,211,0
57,Mid-Age,23091.0,Single,PhD,1,1,True,2191,6.0,Newer,98,2,3,1,4,7,46.0,2.0,0.0435,False,35.0,0.0,11.0,0.0,0.0,0,0,0,0,0,0,3,11,0,44,0
44,Adults,46049.0,Married,Graduation,1,1,True,2502,6.85,Newer,11,5,9,2,10,7,496.0,19.0,0.0383,False,342.0,9.0,112.0,19.0,14.0,0,0,0,0,0,0,3,11,1,477,0
46,Mid-Age,56715.0,Together,Graduation,0,0,False,2730,7.47,Established,52,7,4,3,1,4,1011.0,9.0,0.0089,True,258.0,105.0,239.0,237.0,172.0,0,0,0,0,0,0,3,11,0,1002,0
59,Mid-Age,79410.0,Married,Graduation,0,0,False,2190,6.0,Newer,19,3,5,2,1,1,1357.0,13.0,0.0096,True,658.0,80.0,483.0,123.0,13.0,0,0,0,0,0,0,3,11,0,1344,0
69,Seniors,57304.0,Married,Graduation,0,1,True,2634,7.21,Established,61,7,10,6,2,5,920.0,106.0,0.1152,False,356.0,80.0,329.0,138.0,17.0,0,0,0,0,0,0,3,11,0,814,0
55,Mid-Age,44375.0,Married,Graduation,0,1,True,2257,6.18,Newer,73,4,6,1,1,5,260.0,41.0,0.1577,False,213.0,5.0,28.0,7.0,7.0,0,0,0,0,0,0,3,11,0,219,0
55,Mid-Age,59594.0,Married,Graduation,0,1,True,2776,7.6,Established,74,8,7,1,1,7,490.0,9.0,0.0184,False,457.0,4.0,29.0,0.0,0.0,0,1,0,0,0,0,3,11,0,481,1
26,Young Adults,80685.0,Together,Graduation,0,0,False,2835,7.76,Established,55,6,10,4,1,2,950.0,54.0,0.0568,False,241.0,45.0,604.0,34.0,26.0,0,0,0,0,0,0,3,11,0,896,0
46,Mid-Age,40344.0,Married,PhD,0,1,True,2418,6.62,Newer,48,4,5,1,2,7,216.0,2.0,0.0093,False,210.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,3,11,0,214,0
48,Mid-Age,62710.0,Married,Graduation,0,1,True,2561,7.01,Established,53,4,12,2,4,4,595.0,11.0,0.0185,False,441.0,35.0,83.0,7.0,29.0,0,0,0,0,0,0,3,11,0,584,0
52,Mid-Age,48985.0,Married,2n Cycle,0,1,True,2518,6.89,Established,13,1,3,1,1,3,67.0,8.0,0.1194,False,19.0,13.0,18.0,10.0,7.0,0,0,0,0,0,0,3,11,0,59,0
52,Mid-Age,35322.0,Together,Graduation,1,2,True,2835,7.76,Established,34,2,4,0,3,8,93.0,13.0,0.1398,False,28.0,9.0,37.0,12.0,7.0,0,0,0,0,0,0,3,11,0,80,0
72,Seniors,77142.0,Married,Graduation,0,0,False,2555,7.0,Established,54,4,8,4,1,2,893.0,97.0,0.1086,False,476.0,75.0,162.0,29.0,151.0,0,0,0,0,0,0,3,11,0,796,0
51,Mid-Age,81657.0,Single,Graduation,0,0,False,2317,6.34,Newer,69,3,8,4,1,1,1047.0,50.0,0.0478,True,364.0,40.0,425.0,158.0,60.0,0,0,0,0,0,0,3,11,0,997,0
24,Young Adults,14421.0,Married,Basic,0,0,False,2291,6.27,Newer,81,1,2,0,1,5,8.0,8.0,1.0,False,0.0,0.0,2.0,3.0,3.0,1,0,0,0,0,0,3,11,0,0,1
30,Adults,74214.0,Married,PhD,0,0,False,2831,7.75,Established,3,8,5,2,1,5,1678.0,33.0,0.0197,True,863.0,83.0,547.0,86.0,99.0,0,0,0,0,0,0,3,11,0,1645,0
63,Seniors,66726.0,Married,Master,1,1,True,2327,6.37,Newer,61,8,4,2,3,7,391.0,47.0,0.1202,False,349.0,7.0,35.0,0.0,0.0,0,1,0,0,0,0,3,11,0,344,1
41,Adults,23724.0,Together,Basic,1,0,True,2696,7.38,Established,65,2,3,0,2,8,61.0,14.0,0.2295,False,5.0,23.0,15.0,0.0,18.0,0,0,0,0,0,0,3,11,0,47,0
60,Seniors,47353.0,Married,Master,0,1,True,2387,6.54,Newer,93,2,6,2,3,5,221.0,4.0,0.0181,False,184.0,2.0,19.0,8.0,8.0,0,0,0,0,0,0,3,11,0,217,0
68,Seniors,33444.0,Married,Master,1,1,True,2762,7.56,Established,24,1,2,0,1,8,16.0,2.0,0.125,False,8.0,0.0,8.0,0.0,0.0,0,0,0,0,0,0,3,11,0,14,0
39,Adults,54386.0,Married,Graduation,0,1,True,2567,7.03,Established,8,3,10,2,2,3,445.0,25.0,0.0562,False,277.0,21.0,64.0,62.0,21.0,0,0,0,0,0,0,3,11,0,420,0
39,Adults,28510.0,Divorced,Graduation,1,1,True,2601,7.12,Established,72,2,4,0,3,5,72.0,19.0,0.2639,False,44.0,5.0,19.0,0.0,4.0,0,0,0,0,0,0,3,11,0,53,0
29,Young Adults,90638.0,Single,Master,0,0,False,2295,6.28,Newer,29,3,10,4,1,1,2429.0,96.0,0.0395,True,1156.0,120.0,915.0,94.0,144.0,0,0,1,0,0,0,3,11,0,2333,1
70,Seniors,48070.0,Together,Graduation,0,1,True,2691,7.37,Established,33,8,6,2,3,7,485.0,19.0,0.0392,False,373.0,14.0,83.0,6.0,9.0,0,0,0,0,0,1,3,11,0,466,0
63,Seniors,43140.0,Married,Graduation,0,1,True,2699,7.39,Established,68,4,5,1,1,6,224.0,11.0,0.0491,False,134.0,8.0,76.0,6.0,0.0,0,0,0,0,0,0,3,11,0,213,0
59,Mid-Age,54959.0,Divorced,PhD,0,1,True,2685,7.35,Established,55,9,4,5,3,7,1208.0,24.0,0.0199,True,1148.0,0.0,60.0,0.0,0.0,0,1,0,0,0,0,3,11,1,1184,1
62,Seniors,15056.0,Single,Basic,1,1,True,2581,7.07,Established,76,2,3,2,5,5,48.0,40.0,0.8333,False,6.0,12.0,3.0,21.0,6.0,0,0,0,0,0,0,3,11,0,8,0
49,Mid-Age,26954.0,Single,Graduation,1,0,True,2211,6.05,Newer,17,1,2,0,1,7,16.0,1.0,0.0625,False,4.0,1.0,11.0,0.0,0.0,0,0,0,0,0,0,3,11,0,15,0
35,Adults,22327.0,Single,Graduation,1,0,True,2490,6.82,Newer,94,1,3,0,1,5,19.0,5.0,0.2632,False,5.0,4.0,8.0,2.0,0.0,0,0,0,0,0,0,3,11,0,14,0
55,Mid-Age,44393.0,Married,Graduation,1,1,True,2470,6.76,Newer,86,1,4,0,2,4,50.0,10.0,0.2,False,24.0,2.0,20.0,2.0,2.0,0,0,0,0,0,0,3,11,0,40,0
68,Seniors,62000.0,Single,PhD,0,1,True,2467,6.75,Newer,25,6,13,6,1,4,1000.0,20.0,0.02,True,899.0,0.0,101.0,0.0,0.0,0,0,0,1,0,0,3,11,0,980,1
58,Mid-Age,31497.0,Together,PhD,0,1,True,2729,7.47,Established,22,3,4,1,2,8,151.0,4.0,0.0265,False,108.0,1.0,28.0,13.0,1.0,0,0,0,0,0,0,3,11,0,147,0
46,Mid-Age,45894.0,Married,2n Cycle,0,2,True,2281,6.25,Newer,15,1,3,0,1,5,38.0,13.0,0.3421,False,27.0,2.0,7.0,0.0,2.0,0,0,0,0,0,0,3,11,0,25,0
50,Mid-Age,78579.0,Divorced,Master,0,0,False,2713,7.43,Established,35,5,4,6,1,3,1713.0,99.0,0.0578,True,816.0,66.0,549.0,216.0,66.0,0,0,0,0,0,0,3,11,1,1614,0
51,Mid-Age,67369.0,Widow,Master,0,1,True,2748,7.52,Established,81,7,10,4,4,4,1419.0,42.0,0.0296,True,1298.0,0.0,70.0,37.0,14.0,0,1,1,0,0,0,3,11,1,1377,2
60,Seniors,58401.0,Divorced,Graduation,0,1,True,2229,6.1,Newer,55,1,2,2,1,4,67.0,29.0,0.4328,False,10.0,0.0,11.0,17.0,29.0,0,0,0,0,0,0,3,11,0,38,0
68,Seniors,62307.0,Single,Graduation,0,1,True,2291,6.27,Newer,94,4,4,0,1,5,150.0,10.0,0.0667,False,87.0,13.0,34.0,10.0,6.0,0,0,0,0,0,0,3,11,0,140,0
51,Mid-Age,43641.0,Married,Master,1,1,True,2592,7.1,Established,50,2,4,1,3,6,116.0,23.0,0.1983,False,57.0,2.0,51.0,4.0,2.0,0,0,0,0,0,0,3,11,0,93,0
51,Mid-Age,70091.0,Married,Master,1,0,True,2614,7.16,Established,11,5,10,2,2,8,1150.0,11.0,0.0096,True,964.0,34.0,137.0,15.0,0.0,0,1,0,0,0,0,3,11,0,1139,1
48,Mid-Age,78075.0,Married,PhD,0,0,False,2244,6.14,Newer,72,3,5,5,1,1,908.0,80.0,0.0881,False,572.0,8.0,259.0,34.0,35.0,0,0,0,0,0,0,3,11,0,828,0
59,Mid-Age,59184.0,Widow,2n Cycle,0,1,True,2817,7.71,Established,6,6,12,6,3,5,1006.0,66.0,0.0656,True,341.0,142.0,113.0,259.0,151.0,0,0,0,0,0,0,3,11,0,940,0
43,Adults,54809.0,Married,Graduation,1,1,True,2450,6.71,Newer,0,2,5,1,4,4,152.0,22.0,0.1447,False,63.0,6.0,57.0,13.0,13.0,0,0,0,0,0,0,3,11,0,130,0
61,Seniors,58113.0,Married,Graduation,0,1,True,2679,7.33,Established,66,9,8,2,3,7,674.0,84.0,0.1246,False,221.0,104.0,169.0,102.0,78.0,0,0,0,0,0,1,3,11,0,590,0
62,Seniors,51412.0,Married,Master,0,1,True,2339,6.4,Newer,42,3,4,2,2,4,181.0,14.0,0.0773,False,140.0,3.0,29.0,4.0,5.0,0,0,0,0,0,0,3,11,0,167,0
